       Z A ab        |   abs_cyburt_sens    |   rel_cyburt_sens    | 
      71 32 pg       | 7.475537752799827e+37 |  6.872050729767371   | 
      38 18 ag       | 7.473009420786899e+37 |  6.869726505553799   | 
      29 14 ag       | 7.465682489817972e+37 |  6.862991064843448   | 
      80 37 pa       | 7.46245148943114e+37 |  6.860020897438716   | 
     113 52 pa       | 7.460569622383336e+37 |  6.858290950209924   | 
      22 12 ag       | 7.459819873564485e+37 |  6.8576017272953855  | 
      42 20 ag       | 7.45819389559527e+37 |  6.856107011669644   | 
      65 29 ag       | 7.457011662594757e+37 |  6.855020218261251   | 
      26 12 pg       | 7.451564850834675e+37 |  6.850013118040701   | 
      93 42 pg       | 7.450992738978534e+37 |  6.849487191769105   | 
     108 53 gp       | 7.44379296478991e+37 |  6.842868642695688   | 
      64 31 pa       | 7.434518968926634e+37 |  6.834343320217553   | 
      48 24 ap       | 7.428584829014382e+37 |  6.828888232989981   | 
      69 35 pg       | 7.42628400443055e+37 |  6.826773149930643   | 
     102 50 ga       | 7.4179248048282155e+37 |  6.819088773819242   | 
      47 22 pg       | 7.416246484495426e+37 |  6.8175459413369355  | 
      87 41 pa       | 7.415185337498032e+37 |  6.816570458871463   | 
     107 52 pa       | 7.414199343080044e+37 |  6.815664062049757   | 
      55 25 pg       | 7.412669175846418e+37 |  6.8142574225273265  | 
      27 17 pg       | 7.394666285274274e+37 |  6.797707873667395   | 
      80 39 pg       | 7.394657202771648e+37 |  6.797699524379242   | 
      43 20 pg       | 7.392969735414027e+37 |  6.796148283295341   | 
      94 46 pg       | 7.386469087944894e+37 |  6.790172421670204   | 
      34 20 ap       | 7.385620656200702e+37 |  6.789392482329433   | 
      53 26 ag       | 7.362285978929558e+37 |  6.767941572539031   | 
      84 39 pg       | 7.352688574822867e+37 |  6.759118949996518   | 
      96 45 ag       | 7.350991414225966e+37 |  6.757558798191506   | 
      46 22 ag       | 7.35036012204493e+37 |  6.756978469118623   | 
      30 17 pg       | 7.344165469262006e+37 |  6.751283899766524   | 
      75 36 pg       | 7.340568227646431e+37 |  6.747977057143704   | 
      68 33 pg       | 7.336900664073715e+37 |  6.744605569531737   | 
      37 19 pg       | 7.32237090954673e+37 |   6.73124877654877   | 
     111 52 pg       | 7.303478468910641e+37 |  6.713881489437993   | 
      62 33 gp       | 7.295903483954917e+37 |  6.7069180197031955  | 
     116 51 pg       | 7.290711237748684e+37 |  6.702144934406782   | 
      75 40 gp       | 7.285231083353516e+37 |  6.697107183243469   | 
      97 45 pg       | 7.283363285480368e+37 |  6.695390169409593   | 
     105 50 pg       | 7.2801825925714305e+37 |  6.692466248248491   | 
      59 27 pa       | 7.276659879860665e+37 |  6.689227917942994   | 
     106 47 pg       | 7.273642222431957e+37 |   6.68645387069437   | 
      50 26 ap       | 7.267636745060401e+37 |  6.680933204955193   | 
      65 30 pa       | 7.265248460262719e+37 |   6.67873772219134   | 
      54 26 ag       | 7.259484052583331e+37 |  6.673438665011812   | 
      30 14 ag       | 7.258770929180759e+37 |  6.672783110808072   | 
      53 25 pg       | 7.253817523472074e+37 |  6.668229584835649   | 
      68 33 pa       | 7.253316875365582e+37 |  6.667769353170805   | 
      77 39 pg       | 7.251549719410122e+37 |   6.6661448566095    | 
      37 18 pg       | 7.251191853163389e+37 |  6.6658158802758445  | 
      56 26 ag       | 7.247200245848441e+37 |  6.662146508403385   | 
      37 21 pg       | 7.245307385380145e+37 |  6.6604064552336135  | 
      26 14 pg       | 7.238886137299235e+37 |  6.654503583223649   | 
      71 34 pa       | 7.233265619039305e+37 |   6.64933679952366   | 
      19 10 pg       | 7.231497482718782e+37 |   6.64771140174044   | 
      42 21 pg       | 7.23103610630752e+37 |  6.647287271435898   | 
      42 21 ap       | 7.225884528880511e+37 |  6.642551571799644   | 
      83 39 pg       | 7.224109026276572e+37 |  6.640919402400121   | 
      76 32 pg       | 7.212285937151583e+37 |  6.630050770478751   | 
     104 51 gp       | 7.207948595621402e+37 |  6.626063574906557   | 
      50 22 pg       | 7.204305881891619e+37 |  6.622714931053383   | 
     101 44 pa       | 7.203989764761483e+37 |  6.622424333503524   | 
     105 48 ag       | 7.201478653724444e+37 |  6.620115940046725   | 
      56 28 pg       | 7.201138722220189e+37 |  6.619803450615311   | 
      13 8 ap        | 7.1933975925114e+37  |  6.612687248701331   | 
      67 36 gp       | 7.183837033697555e+37 |  6.603898496995935   | 
     100 47 ag       | 7.180458137201626e+37 |  6.600792372875038   | 
      29 14 ag       | 7.176315700744722e+37 |  6.596984348032139   | 
      63 32 ag       | 7.173781537699533e+37 |  6.594654763515291   | 
      82 44 gp       | 7.169421032531301e+37 |  6.590646274264831   | 
      76 35 pg       | 7.165819392159482e+37 |  6.587335387989627   | 
      22 14 ag       | 7.161719134782288e+37 |  6.583566137183472   | 
      67 36 gp       | 7.159359970559359e+37 |  6.581397424141557   | 
      10 5 pg        | 7.153044683786933e+37 |  6.575591959369891   | 
      94 47 pg       | 7.150079336464296e+37 |  6.572865999324421   | 
      58 26 pg       | 7.1428562290228435e+37 |  6.566226000650662   | 
      23 11 pg       | 7.142800497674325e+37 |   6.56617476839595   | 
      49 24 ag       | 7.139828826920914e+37 |  6.563442995399158   | 
      36 17 pg       | 7.138489134769172e+37 |  6.562211454240049   | 
      93 43 ag       | 7.137601901330797e+37 |  6.561395845597663   | 
     105 47 pa       | 7.12710658048673e+37 |  6.551747793557715   | 
     115 50 pg       | 7.12550948746822e+37 |   6.55027963105138   | 
      54 25 pa       | 7.121605178608397e+37 |  6.546690510183207   | 
      41 19 pa       | 7.121324721497729e+37 |  6.5464326938821245  | 
      71 31 pg       | 7.120518882380878e+37 |  6.5456919087407535  | 
     109 47 pg       | 7.120380923057919e+37 |  6.545565086631446   | 
      44 23 ap       | 7.113179179662662e+37 |  6.538944727321985   | 
      88 42 pg       | 7.111874361860367e+37 |  6.537745245167391   | 
      97 47 ag       | 7.107811098860356e+37 |  6.534010002247374   | 
      23 14 ap       | 7.088824886716373e+37 |  6.516556513637714   | 
      90 42 pg       | 7.079817736410882e+37 |  6.5082764947445195  | 
      83 37 pa       | 7.077730571534789e+37 |  6.506357823020264   | 
      73 32 pa       | 7.070646716705292e+37 |  6.499845835339863   | 
      74 32 pa       | 7.070300894798433e+37 |  6.499527931027693   | 
      77 35 pg       | 7.06991164506288e+37 |  6.4991701047391075  | 
     115 52 pa       | 7.056043097616482e+37 |  6.486421140751314   | 
      76 39 pg       | 7.054765119839395e+37 |   6.48524633187387   | 
     107 53 gp       | 7.0500324825195825e+37 |   6.48089575204633   | 
      31 15 pg       | 7.048347250730063e+37 |  6.479346566057047   | 
      93 41 pg       | 7.037442900572497e+37 |  6.469322504921128   | 
      55 27 ag       | 7.028285440122787e+37 |  6.460904310157456   | 
      75 34 pg       | 7.021289446897618e+37 |  6.4544730911684995  | 
      38 19 ap       | 7.019487346119617e+37 |  6.452816470818755   | 
      17 8 pg        | 7.018694153434479e+37 |  6.4520873111848935  | 
      52 25 ap       | 7.017423758836258e+37 |  6.4509194733096145  | 
      99 49 pg       | 7.01249794455404e+37 |  6.446391311356297   | 
      61 28 pg       | 7.010139727861316e+37 |  6.444223469352139   | 
     102 44 pg       | 7.009725828954023e+37 |  6.443842983776123   | 
      47 26 ap       | 7.006816326657491e+37 |  6.441168360485958   | 
      19 9 pa        | 6.998925917514669e+37 |  6.433914930204265   | 
       6 3 pg        | 6.997929084753206e+37 |  6.432998569999503   | 
      47 24 pg       | 6.994618481018379e+37 |  6.429955225485141   | 
      98 42 pa       | 6.988588916004521e+37 |  6.424412416656686   | 
      56 26 pg       | 6.9726139461489e+37  |  6.409727078038308   | 
      45 23 ap       | 6.971697042941778e+37 |  6.408884194815457   | 
      82 34 pg       | 6.971673644741921e+37 |  6.4088626855111475  | 
      35 18 ap       | 6.970030468777032e+37 |  6.407352160253694   | 
      94 44 pg       | 6.963915521967114e+37 |  6.401730862351499   | 
      37 19 ag       | 6.962157971786608e+37 |  6.400115196107821   | 
      20 12 ap       | 6.961793445201427e+37 |  6.399780097113133   | 
      64 30 pa       | 6.948982641516822e+37 |   6.38800348709244   | 
      40 19 pg       | 6.936378874437834e+37 |  6.376417199976099   | 
      69 35 gp       | 6.917643982300832e+37 |  6.359194742751002   | 
      56 28 pg       | 6.917616980369392e+37 |  6.359169920638025   | 
     103 46 pg       | 6.91701628774235e+37 |  6.358617720870927   | 
      54 27 ap       | 6.914146650790051e+37 |  6.355979744665827   | 
      91 40 pg       | 6.913514236780057e+37 |  6.355398384327266   | 
       7 3 pa        | 6.912300243636837e+37 |  6.3542823947166625  | 
      62 31 pa       | 6.912008962824887e+37 |  6.354014628492678   | 
     111 52 pg       | 6.90978808960095e+37 |  6.351973042460481   | 
      57 29 ap       | 6.9089935030218e+37  |   6.35124260145922   | 
      54 29 pg       | 6.895363803059102e+37 |  6.338713203217591   | 
     119 50 pg       | 6.8885672066182e+37  |  6.332465284060986   | 
      75 33 pg       | 6.881491473514101e+37 |  6.3259607624533665  | 
      96 45 pg       | 6.880705210476843e+37 |  6.325237973049092   | 
     109 53 gp       | 6.876742003691265e+37 |  6.321594708981187   | 
      46 25 pg       | 6.876528308469168e+37 |  6.3213982649987575  | 
      83 36 pg       | 6.869632569774705e+37 |   6.31505920716846   | 
     105 49 pg       | 6.86807729581452e+37 |  6.313629487741376   | 
     107 47 pa       | 6.858406547926381e+37 |  6.304739442331974   | 
      20 11 pg       | 6.855307676927683e+37 |  6.3018907377421165  | 
      78 38 pg       | 6.853637222672268e+37 |  6.300355136322584   | 
     111 48 pg       | 6.842040595754528e+37 |  6.289694684712524   | 
      43 22 pg       | 6.841819078906188e+37 |  6.289491050529992   | 
     106 50 pg       | 6.841271642276706e+37 |  6.288987807497378   | 
      53 25 ag       | 6.832227375141963e+37 |  6.280673668151317   | 
      40 20 ag       | 6.832085079603284e+37 |  6.280542859881362   | 
      56 31 gp       | 6.8240230786428975e+37 |   6.27313169008793   | 
      97 48 pg       | 6.82227628088975e+37 |  6.271525908247049   | 
      72 35 pg       | 6.820037789867779e+37 |  6.269468126670686   | 
      50 25 ap       | 6.817440660959984e+37 |  6.267080659414645   | 
      60 30 pg       | 6.815804559699777e+37 |  6.265576637733399   | 
      97 49 pg       | 6.815391903044564e+37 |  6.265197294124635   | 
      65 33 pg       | 6.81449883346079e+37 |  6.264376320478611   | 
     104 49 pg       | 6.808340501143215e+37 |  6.258715139504534   | 
      51 26 ap       | 6.807981705482832e+37 |  6.258385308787159   | 
     110 51 pg       | 6.807196608606216e+37 |  6.257663591401427   | 
      65 31 pg       | 6.80473181867838e+37 |  6.255397779632105   | 
      33 16 ag       | 6.803798577324261e+37 |  6.254539877212146   | 
     119 52 pg       | 6.801043723828359e+37 |  6.252007418196762   | 
      79 37 pa       | 6.798366054927965e+37 |  6.249545912800159   | 
      82 38 pg       | 6.795834177321578e+37 |  6.247218429222656   | 
      85 39 pg       | 6.792531104098242e+37 |  6.244182007294828   | 
     104 47 pg       | 6.790772152565139e+37 |  6.242565052827284   | 
      56 31 gp       | 6.782297306822234e+37 |  6.234774366484969   | 
      51 27 ap       | 6.775687119227906e+37 |  6.228697807716405   | 
     122 50 pg       | 6.763077484432718e+37 |  6.217106126574281   | 
     119 51 pa       | 6.762253946386247e+37 |  6.2163490713067695  | 
      28 18 ap       | 6.762173338931094e+37 |  6.216274971149787   | 
      39 21 pg       | 6.749176212825321e+37 |  6.204327080189487   | 
      29 18 ap       | 6.740796129926931e+37 |  6.196623506653815   | 
      62 29 ag       | 6.731105532117293e+37 |  6.1877152137721865  | 
      79 41 gp       | 6.730670586294406e+37 |  6.187315380361077   | 
      48 24 ag       | 6.727246287718958e+37 |  6.184167519390736   | 
      68 35 pg       | 6.726791747804041e+37 |  6.183749673684206   | 
      11 5 ap        | 6.7151961974356e+37  |  6.173090211715512   | 
      32 16 ag       | 6.7148223122392315e+37 |  6.172746509613869   | 
      73 34 pa       | 6.710049468066019e+37 |  6.168358968761533   | 
      27 13 ap       | 6.708789587279477e+37 |  6.167200795936396   | 
      29 15 ap       | 6.703614125938116e+37 |  6.162443140492217   | 
      72 37 gp       | 6.702526232898509e+37 |  6.1614430711455075  | 
      63 30 pa       | 6.701359570173912e+37 |  6.160370591052024   | 
      50 25 ap       | 6.7003575874862105e+37 |  6.159449496665516   | 
      95 45 pg       | 6.692510762779228e+37 |  6.152236132324766   | 
     107 50 pg       | 6.688338187980444e+37 |  6.148400402155354   | 
      30 14 ag       | 6.682257471022601e+37 |  6.142810570789442   | 
      80 39 pg       | 6.679315126898426e+37 |  6.140105756934655   | 
      29 16 ag       | 6.677992564698053e+37 |  6.138889962856051   | 
       6 3 pa        | 6.672545077581754e+37 |  6.133882241799603   | 
      42 22 pg       | 6.665834329731011e+37 |  6.127713240827371   | 
      34 17 ap       | 6.662463379763096e+37 |  6.124614421725248   | 
      64 33 gp       | 6.648919032835471e+37 |  6.112163486118194   | 
      65 33 gp       | 6.647498336974131e+37 |  6.110857480536583   | 
      90 42 pg       | 6.645232634132973e+37 |  6.108774683903366   | 
     118 50 pg       | 6.644368223682015e+37 |  6.107980055788741   | 
      22 12 ag       | 6.642811145135174e+37 |  6.106548677456109   | 
      97 43 pa       | 6.637658517428393e+37 |  6.101812012327325   | 
      90 44 pg       | 6.635826499105083e+37 |  6.100127889623117   | 
     120 51 pg       | 6.634626113722829e+37 |  6.099024409242856   | 
      68 34 ag       | 6.630993444101135e+37 |  6.095684998654578   | 
      28 14 pg       | 6.629583480411356e+37 |  6.094388858855182   | 
      51 27 ap       | 6.620020395938628e+37 |  6.085597785382905   | 
      49 26 pg       | 6.618433730509501e+37 |  6.084139208664991   | 
      51 26 pg       | 6.602288817350756e+37 |  6.069297645967641   | 
     100 47 pa       | 6.594959854440292e+37 |  6.062560337350822   | 
      50 26 ap       | 6.591780987064794e+37 |  6.059638094351054   | 
     115 51 pg       | 6.588961162445975e+37 |  6.057045909217307   | 
     102 46 pg       | 6.588317858405683e+37 |  6.056454537981452   | 
      37 18 ag       | 6.586229312749583e+37 |  6.054534596945133   | 
      89 40 pg       | 6.586209623366967e+37 |  6.054516497051767   | 
      67 33 pa       | 6.585503087222345e+37 |  6.053866998328222   | 
      44 21 pg       | 6.577391477321921e+37 |  6.046410224437285   | 
      99 48 pg       | 6.566789599099511e+37 |   6.03666421720885   | 
      25 13 pg       | 6.563105334652024e+37 |  6.033277376954378   | 
      35 18 ag       | 6.559410805544094e+37 |  6.029881100687459   | 
      67 35 pg       | 6.559126704019459e+37 |  6.029619934179542   | 
      35 17 pg       | 6.557369958760404e+37 |   6.02800500787742   | 
      70 30 pa       | 6.539909675598511e+37 |  6.011954262685251   | 
     113 51 pa       | 6.53713457022085e+37 |  6.009403186686926   | 
      51 24 ag       | 6.531229793870735e+37 |  6.003975092552731   | 
      14 7 pg        | 6.528772421175672e+37 |  6.001716099236019   | 
      27 14 ap       | 6.523298285655922e+37 |  5.996683881054891   | 
      44 23 pg       | 6.522209292043265e+37 |  5.995682799982459   | 
      61 30 pg       | 6.519117399840037e+37 |  5.992840510802179   | 
      27 16 ag       | 6.513108405018081e+37 |  5.987316611570192   | 
      38 22 ap       | 6.508222828224478e+37 |  5.982825438803759   | 
      79 38 pg       | 6.506880571787423e+37 |  5.981591540369584   | 
     107 51 pa       | 6.503141782347749e+37 |  5.978154576829705   | 
      73 37 pg       | 6.499500641092771e+37 |  5.974807378508207   | 
      10 5 pa        | 6.49736265739764e+37 |  5.972841990478852   | 
      50 24 ag       | 6.497115045604493e+37 |  5.972614367950539   | 
      33 19 pg       | 6.495594610826993e+37 |  5.971216675200157   | 
      90 47 gp       | 6.493523084881872e+37 |  5.9693123799034655  | 
      30 15 ap       | 6.485817876574743e+37 |  5.962229199519529   | 
      75 33 pa       | 6.484132993952176e+37 |  5.960680334509563   | 
      81 39 pa       | 6.482661485693761e+37 |   5.95932761852638   | 
      41 19 ap       | 6.4821346675325995e+37 |  5.9588433294693814  | 
      71 37 pg       | 6.478412977412294e+37 |  5.955422084850874   | 
     118 51 pg       | 6.476027979360783e+37 |  5.953229623499951   | 
      41 21 pg       | 6.474265814966695e+37 |  5.951609715540041   | 
     101 44 pa       | 6.474190159283827e+37 |  5.9515401674074715  | 
      97 42 pa       | 6.472881160325803e+37 |  5.950336841634502   | 
      98 46 pg       | 6.47097682043801e+37 |  5.948586235758592   | 
      50 23 pa       | 6.467965303916677e+37 |  5.945817833672685   | 
      37 21 gp       | 6.465060259842068e+37 |  5.943147308700024   | 
      34 18 ag       | 6.464686543815872e+37 |  5.942803762111741   | 
      94 43 pa       | 6.4612713997217845e+37 |  5.939664316597572   | 
      32 19 gp       | 6.455586303462303e+37 |  5.934438168166426   | 
      48 23 pg       | 6.455189674342911e+37 |  5.934073558218688   | 
      40 18 ag       | 6.454701652273521e+37 |  5.933624933313163   | 
      72 35 pg       | 6.451873568855522e+37 |  5.931025156098578   | 
      41 24 gp       | 6.450868581119059e+37 |  5.930101299255613   | 
      49 24 pg       | 6.450061490077818e+37 |  5.929359363255507   | 
      30 16 ag       | 6.4500460617623875e+37 |  5.929345180440863   | 
      40 18 pa       | 6.448289515037654e+37 |  5.927730436645736   | 
       8 5 ap        | 6.441509387568548e+37 |  5.921497656949782   | 
      35 17 pa       | 6.4374101018666945e+37 |  5.917729299377325   | 
      28 15 ag       | 6.43294856968519e+37 |  5.913627938846799   | 
      67 33 pa       | 6.432577954085615e+37 |  5.913287242393148   | 
      86 46 gp       | 6.430199095509216e+37 |  5.911100424888302   | 
      62 31 pa       | 6.428504673787267e+37 |  5.909542790853681   | 
      23 11 pa       | 6.428149123237413e+37 |  5.9092159432747655  | 
     100 47 pg       | 6.419235615342507e+37 |  5.901022007204944   | 
      61 28 ag       | 6.41854179746182e+37 |  5.900384200022242   | 
      33 19 gp       | 6.415578555433127e+37 |  5.897660175314035   | 
      81 38 pg       | 6.413903767215402e+37 |  5.896120589805352   | 
      82 39 pg       | 6.411872893134027e+37 |   5.8942536646189    | 
      87 38 pg       | 6.409907471234141e+37 |   5.89244690777437   | 
      17 10 ap       | 6.406618757420717e+37 |  5.889423686046532   | 
      26 13 pg       | 6.406154878361423e+37 |  5.888997255128335   | 
      52 24 ag       | 6.395331596805135e+37 |  5.879047718068006   | 
      79 41 pg       | 6.393109884505551e+37 |  5.8770053606972645  | 
      20 12 ag       | 6.387955156062916e+37 |  5.872266764421338   | 
      28 17 pg       | 6.381977789785292e+37 |  5.866771940416892   | 
     128 52 pg       | 6.375624149677737e+37 |  5.860931218507428   | 
      83 37 pg       | 6.374789848934522e+37 |  5.860164269396762   | 
      54 29 gp       | 6.368498720976511e+37 |  5.854381013140887   | 
      60 30 ag       | 6.364898840919287e+37 |  5.851071745073175   | 
      90 43 pg       | 6.361359777845559e+37 |  5.847818384340778   | 
      69 33 pa       | 6.355814554995436e+37 |  5.8427208175845085  | 
       8 5 ap        | 6.347951132391845e+37 |  5.835492195266169   | 
     110 49 pa       | 6.34447872265739e+37 |  5.832300107066123   | 
     118 52 ga       | 6.344417457077872e+37 |  5.832243787349153   | 
      62 28 ag       | 6.341451999580504e+37 |  5.829517726023163   | 
      58 29 pg       | 6.338605351752493e+37 |  5.826900883070755   | 
      86 42 pg       | 6.335467839195144e+37 |  5.824016656387356   | 
      34 18 pg       | 6.329746107582182e+37 |  5.818756830110423   | 
     104 51 pg       | 6.327864267825082e+37 |  5.817026907969203   | 
      53 24 pg       | 6.32762669026045e+37 |  5.816808509623774   | 
     119 52 ga       | 6.327587783640503e+37 |   5.81677274386687   | 
      79 35 pg       | 6.326830650679485e+37 |  5.816076732918982   | 
      75 34 pa       | 6.325345798393605e+37 |  5.814711750148216   | 
     103 47 pg       | 6.31973325339895e+37 |  5.809552296045811   | 
      18 9 ag        | 6.318779262879775e+37 |   5.80867531950442   | 
      46 23 pg       | 6.315544120287138e+37 |  5.805701344286877   | 
      54 27 pg       | 6.312790220926674e+37 |  5.8031697623812555  | 
      53 27 pg       | 6.312283731835693e+37 |  5.802704161264334   | 
      32 17 ag       | 6.302908064793493e+37 |  5.794085375342843   | 
      70 30 pg       | 6.301114925346069e+37 |  5.792436992891208   | 
      26 14 ag       | 6.29863626913618e+37 |   5.79015843424041   | 
      54 29 gp       | 6.298414079539959e+37 |  5.789954181619749   | 
      70 33 pg       | 6.295789749932072e+37 |  5.787541709528323   | 
      34 16 pg       | 6.294576366307903e+37 |  5.786426280231369   | 
      41 21 ag       | 6.293804311350966e+37 |  5.785716551914065   | 
      51 23 pa       | 6.286098063797194e+37 |  5.778632416180039   | 
      16 8 pg        | 6.278827539622298e+37 |  5.771948828642384   | 
      39 20 ag       | 6.27525482092218e+37 |   5.76866452924316   | 
      68 32 pg       | 6.264235692962072e+37 |  5.758534956114952   | 
      17 8 pa        | 6.257618238202821e+37 |  5.752451716846917   | 
      81 36 pg       | 6.256728319533469e+37 |  5.751633639747531   | 
      55 28 ap       | 6.253235289523951e+37 |  5.748422595910984   | 
     100 46 pg       | 6.2513608585980975e+37 |  5.746699484499088   | 
     101 46 pg       | 6.249923754078736e+37 |  5.745378394901576   | 
      96 49 pg       | 6.245359442540078e+37 |  5.741182552210745   | 
      22 13 ag       | 6.236569690809835e+37 |   5.73310238168794   | 
      92 49 gp       | 6.2362294489649975e+37 |  5.732789606969193   | 
      73 32 pg       | 6.236096673421487e+37 |   5.73266755016193   | 
      33 18 ap       | 6.229304582050477e+37 |  5.726423772388844   | 
     103 46 pa       | 6.22879357132244e+37 |  5.7259540146586785  | 
      90 43 pg       | 6.226983800113822e+37 |  5.724290343098698   | 
     116 52 ga       | 6.21848582958081e+37 |  5.716478398789935   | 
      61 29 ag       | 6.218294348795641e+37 |  5.716302375911987   | 
      94 42 pg       | 6.218106613056719e+37 |  5.716129795749285   | 
      41 21 ag       | 6.216964427485038e+37 |  5.715079816811187   | 
      17 10 ag       | 6.213373105257173e+37 |  5.711778415714311   | 
      49 25 pg       | 6.212614336808364e+37 |  5.711080901308686   | 
      91 42 pg       | 6.211396778211684e+37 |  5.7099616340774135  | 
     103 46 pg       | 6.211137654722981e+37 |  5.709723429172493   | 
      13 8 ap        | 6.209917507497581e+37 |  5.708601782287946   | 
      46 21 pa       | 6.20699441023491e+37 |  5.705914661529364   | 
      78 35 pg       | 6.206450180066827e+37 |  5.705414366106157   | 
      36 21 gp       | 6.2055424809759005e+37 |  5.704579943967379   | 
      79 36 pg       | 6.202921131431356e+37 |  5.702170211364019   | 
      85 41 pa       | 6.196335159437276e+37 |   5.69611591331286   | 
      96 42 pa       | 6.1942521100769e+37  |  5.694201024865972   | 
      54 28 ap       | 6.193641864342168e+37 |  5.693640043196776   | 
      97 42 pa       | 6.180273549049006e+37 |  5.6813509284997465  | 
      50 22 pg       | 6.178908995217339e+37 |  5.680096532700434   | 
      69 33 pa       | 6.178889488860265e+37 |   5.68007860105728   | 
      22 13 ag       | 6.177352317691717e+37 |  5.678665523015284   | 
      70 30 pg       | 6.175495419035338e+37 |  5.6769585285235635  | 
     100 47 pa       | 6.174752761458339e+37 |  5.676275824387386   | 
      28 14 ag       | 6.174487362569893e+37 |  5.676031850684713   | 
      68 32 pa       | 6.172847297398753e+37 |  5.674524185092097   | 
     109 49 pg       | 6.171996056930733e+37 |  5.673741663770835   | 
      32 16 ag       | 6.169420868528117e+37 |  5.671374365801554   | 
      42 23 pg       | 6.167751186435153e+37 |  5.669839474209155   | 
      81 41 pg       | 6.165391303634422e+37 |  5.667670100598962   | 
      49 25 pg       | 6.163822631107802e+37 |  5.666228064248161   | 
      76 33 pg       | 6.160946091700294e+37 |  5.663583742810928   | 
      34 16 ag       | 6.160035093543982e+37 |  5.662746287934514   | 
      95 42 pg       | 6.156918667822178e+37 |  5.6598814457834905  | 
     111 52 ga       | 6.156884427072201e+37 |  5.659849969229073   | 
      92 47 gp       | 6.155764919861231e+37 |  5.658820837867488   | 
      72 37 pg       | 6.145422065673978e+37 |  5.649312944119139   | 
      62 29 pa       | 6.141544998192447e+37 |  5.645748865480672   | 
      59 28 ag       | 6.1386901526249975e+37 |  5.643124486577921   | 
     106 51 pg       | 6.137194667305126e+37 |  5.641749729159309   | 
     100 44 pg       | 6.136361863723026e+37 |  5.6409841563465735  | 
     114 52 pa       | 6.129081866394083e+37 |  5.634291860405946   | 
     112 52 pg       | 6.125179476524641e+37 |  5.630704503611434   | 
      69 31 pa       | 6.114367824594895e+37 |  5.620765657338339   | 
      40 23 gp       | 6.11113881136413e+37 |  5.617797316670057   | 
      18 9 pg        | 6.108680443339819e+37 |  5.615537408375276   | 
      98 45 pg       | 6.108361800768052e+37 |   5.61524448925825   | 
      85 41 pg       | 6.108313241601958e+37 |  5.615199850188282   | 
      67 35 pg       | 6.103428588559398e+37 |  5.610709526600094   | 
      87 40 pg       | 6.102878288244015e+37 |  5.610203651061909   | 
      48 24 pg       | 6.09392540811678e+37 |   5.60197352121087   | 
      89 41 pg       | 6.093132741380618e+37 |  5.601244845067049   | 
      36 19 ag       | 6.091905628632839e+37 |  5.600116794974502   | 
      68 35 gp       | 6.090256778167567e+37 |  5.598601053309107   | 
      81 41 pg       | 6.083567987483556e+37 |   5.59245223694013   | 
       8 5 pg        | 6.082600750705942e+37 |  5.591563083487461   | 
      75 37 pg       | 6.080998476621686e+37 |  5.590090158173711   | 
      64 29 pg       | 6.078918587821907e+37 |  5.588178175140918   | 
      46 20 pg       | 6.078915620241385e+37 |  5.588175447127955   | 
     110 52 ga       | 6.072992761159258e+37 |   5.58273073004892   | 
      82 41 pg       | 6.066001032390299e+37 |  5.576303431254119   | 
      54 24 pa       | 6.064757883839463e+37 |  5.5751606399007105  | 
      15 7 pa        | 6.064281618103322e+37 |  5.574722822260315   | 
      49 26 ap       | 6.063360389970495e+37 |  5.573875963255409   | 
      45 22 pg       | 6.059540734019729e+37 |  5.5703646614157405  | 
      65 34 ag       | 6.0585484397357085e+37 |  5.569452473305113   | 
      99 46 pa       | 6.058216196283058e+37 |   5.56914705128241   | 
      40 20 pg       | 6.049421721453404e+37 |  5.561062538947708   | 
      61 29 pg       | 6.037205714069148e+37 |   5.54983270836751   | 
      88 38 pg       | 6.033186614005401e+37 |  5.546138063187538   | 
      84 36 pg       | 6.028956361148328e+37 |  5.542249311208102   | 
      94 47 pg       | 6.027656801289195e+37 |  5.541054662532161   | 
      80 41 gp       | 6.0214106330397375e+37 |  5.535312736466593   | 
      38 20 ap       | 6.019497993502773e+37 |  5.533554500957601   | 
      26 12 ag       | 6.0168410670493535e+37 |  5.531112063506688   | 
      85 39 pa       | 6.012898406614034e+37 |  5.527487687118299   | 
      71 33 pa       | 6.01050988710693e+37 |  5.525291988592703   | 
     103 50 ga       | 6.004470242560571e+37 |  5.519739913934689   | 
      85 43 pg       | 6.002755578889485e+37 |  5.518163672047906   | 
      94 40 pa       | 5.999233779024351e+37 |  5.514926180895617   | 
      86 39 pa       | 5.996254318066082e+37 |  5.512187246583512   | 
      68 35 pg       | 5.996166034100835e+37 |  5.512106089627602   | 
      81 37 pg       | 5.991446231556903e+37 |  5.507767308447046   | 
      24 13 pg       | 5.990737827470224e+37 |  5.507116092577123   | 
     110 51 pa       | 5.981406034224076e+37 |  5.498537638597245   | 
      44 21 ap       | 5.973355361411477e+37 |  5.491136882450142   | 
     110 53 gp       | 5.96941990718386e+37 |  5.487519130524973   | 
     103 48 ag       | 5.968972220443163e+37 |  5.487107584747954   | 
     112 52 ga       | 5.962819599013285e+37 |  5.481451653631648   | 
      65 31 pa       | 5.961610768818207e+37 |  5.480340410173459   | 
     104 50 ga       | 5.954752273680273e+37 |  5.474035589292835   | 
      94 44 ag       | 5.937807483719197e+37 |  5.458458722441463   | 
      23 13 ag       | 5.936479106021255e+37 |  5.457237582340186   | 
