       Z A ab        |   abs_cyburt_sens    |   rel_cyburt_sens    | 
      98 45 pa       | 5.93443333318384e+37 |  5.455356961148082   | 
      77 37 pa       | 5.933621056575561e+37 |   5.45461025820265   | 
      45 24 ap       | 5.933313314091142e+37 |  5.454327359228079   | 
      62 28 pg       | 5.927191883573249e+37 |  5.448700101036259   | 
      79 35 pa       | 5.925908540399982e+37 |  5.447520359901637   | 
      94 42 pg       | 5.925766759497451e+37 |   5.44739002472216   | 
      45 23 ap       | 5.921825654928803e+37 |   5.44376707859806   | 
      49 27 gp       | 5.921387545502316e+37 |  5.443364336975509   | 
      77 36 pg       | 5.920723913150187e+37 |   5.4427542784967    | 
      85 43 gp       | 5.917851820554458e+37 |  5.440114044887949   | 
      49 27 pg       | 5.915170660231423e+37 |  5.437649329925117   | 
      47 25 ap       | 5.908512698826384e+37 |  5.431528854041609   | 
      50 25 pg       | 5.907287975845685e+37 |  5.430403000794447   | 
      21 10 ag       | 5.905556884393279e+37 |  5.428811657312255   | 
      63 31 pg       | 5.901263671459537e+37 |  5.424865027912475   | 
      31 16 ag       | 5.900647356310733e+37 |  5.424298466802337   | 
      61 33 gp       | 5.894073956306856e+37 |  5.418255725826708   | 
      44 20 ag       | 5.888921889647885e+37 |   5.41351957645333   | 
      19 9 pg        | 5.888056530468423e+37 |  5.412724076199384   | 
      25 14 ag       | 5.887753348607642e+37 |  5.412445369677322   | 
     101 49 pg       | 5.8812203857896475e+37 |  5.406439801464636   | 
      84 40 pg       | 5.879343263279902e+37 |  5.404714215755685   | 
      55 27 ap       | 5.879296562916245e+37 |   5.4046712854303    | 
     106 50 pg       | 5.87670016432801e+37 |  5.402284489536404   | 
      49 23 ap       | 5.87566153651846e+37 |  5.401329708324324   | 
      69 34 ag       | 5.874978456079985e+37 |  5.400701771768996   | 
      49 24 ap       | 5.87392257137679e+37 |  5.399731126781962   | 
      55 27 pg       | 5.869744428685713e+37 |  5.395890278206415   | 
      47 27 gp       | 5.8678046393405985e+37 |  5.394107084645564   | 
      45 25 gp       | 5.864588043771582e+37 |  5.3911501591830255  | 
      62 28 pa       | 5.864406518467819e+37 |  5.390983288097968   | 
      30 16 pg       | 5.860792362429368e+37 |  5.387660896523899   | 
      57 27 ag       | 5.859733555372756e+37 |  5.386687565099903   | 
      82 37 pa       | 5.856962226541468e+37 |  5.384139960774001   | 
      79 37 pg       | 5.855129530203593e+37 |  5.382455214790152   | 
      38 22 ap       | 5.854927165547755e+37 |  5.382269186677284   | 
      39 19 pg       | 5.852869499171231e+37 |  5.380377632090577   | 
     115 51 pg       | 5.849825536609934e+37 |  5.377579403276481   | 
     107 51 pg       | 5.849237116771177e+37 |  5.3770384855370414  | 
      94 42 pa       | 5.843944205263376e+37 |  5.372172861471916   | 
      37 20 ag       | 5.835795542097373e+37 |   5.3646820255604    | 
      68 33 pa       | 5.8335885017326955e+37 |   5.36265315568505   | 
     123 51 pa       | 5.833500029868785e+37 |  5.362571825999206   | 
     121 52 pa       | 5.829742665285131e+37 |  5.359117786854071   | 
     130 52 pg       | 5.8252324237037885e+37 |   5.35497164914794   | 
      75 39 gp       | 5.823869827091344e+37 |  5.353719052564982   | 
      88 46 gp       | 5.823119405474623e+37 |  5.353029211166363   | 
      22 10 ag       | 5.814298688799379e+37 |   5.34492057544414   | 
      11 5 pg        | 5.813320893440175e+37 |  5.344021715785614   | 
     100 45 pg       | 5.805790777620482e+37 |  5.337099492980361   | 
      79 36 pa       | 5.805102348417187e+37 |  5.336466639456597   | 
     105 50 ga       | 5.801931789360202e+37 |  5.333552034059391   | 
      20 10 pg       | 5.800715131924228e+37 |  5.3324335952397055  | 
      71 32 pa       | 5.796027605052971e+37 |  5.328124484173499   | 
     117 51 pg       | 5.792768510285503e+37 |  5.325128490398099   | 
     105 50 pg       | 5.788269118580716e+37 |  5.320992326677059   | 
      98 44 pa       | 5.788065179186573e+37 |  5.320804850951741   | 
      23 11 ag       | 5.788039397615359e+37 |  5.320781150681455   | 
      97 45 ag       | 5.785942262443065e+37 |  5.318853313545486   | 
      62 33 pg       | 5.785626379458324e+37 |  5.318562931238876   | 
     104 49 pg       | 5.771928151317563e+37 |  5.305970536978546   | 
      27 14 pg       | 5.771174617786314e+37 |  5.305277834884789   | 
     124 50 pg       | 5.770626716366914e+37 |  5.3047741645839315  | 
     119 52 pg       | 5.765960309633741e+37 |  5.300484468664185   | 
      28 16 ag       | 5.764845811743093e+37 |  5.299459942229297   | 
      21 11 pg       | 5.757189887436806e+37 |   5.29242206723544   | 
     106 47 pg       | 5.754918684238484e+37 |  5.290334214279224   | 
      76 35 pa       | 5.75302500325754e+37 |   5.28859340683535   | 
      56 27 pg       | 5.752706223781226e+37 |   5.28830036186584   | 
     118 52 ga       | 5.750628370323582e+37 |  5.286390249865589   | 
      89 44 pg       | 5.750362369576624e+37 |  5.2861457228913835  | 
      52 26 ap       | 5.7487779118783825e+37 |   5.28468917567812   | 
      11 5 pg        | 5.746794305993444e+37 |  5.282865702809689   | 
      30 15 pg       | 5.739167470956721e+37 |  5.275854568759795   | 
     108 48 pg       | 5.737486033795228e+37 |  5.274308871064887   | 
      79 37 pg       | 5.735876242588425e+37 |   5.27282903547268   | 
      97 43 pg       | 5.731925026980366e+37 |  5.269196794555609   | 
      64 30 pg       | 5.731062030701602e+37 |  5.2684034664495405  | 
      49 22 pg       | 5.72838087300824e+37 |  5.265938753904093   | 
      87 39 pa       | 5.723728801694993e+37 |   5.26166223613102   | 
      95 46 pg       | 5.717145438456044e+37 |  5.255610336234776   | 
     109 48 pa       | 5.715242458623126e+37 |  5.253860980618901   | 
      41 19 ag       | 5.714120794123971e+37 |  5.252829866123214   | 
      32 18 ag       | 5.708234120253908e+37 |  5.247418413087675   | 
      55 26 ag       | 5.705825215786355e+37 |  5.2452039752436574  | 
      40 21 ag       | 5.705483260196004e+37 |   5.24488962512706   | 
      42 21 pa       | 5.699586309739279e+37 |  5.239468725115638   | 
      66 30 pa       | 5.699048889310386e+37 |  5.238974689693346   | 
      68 33 ag       | 5.69716834147734e+37 |  5.237245955181423   | 
     101 44 pg       | 5.693544848855283e+37 |  5.2339149807497325  | 
      70 33 pa       | 5.691393746305618e+37 |   5.23193753292791   | 
     109 52 ga       | 5.691195082855893e+37 |  5.2317549072292895  | 
      58 29 pg       | 5.690494049801532e+37 |  5.231110467341202   | 
      26 15 pg       | 5.686735136576112e+37 |  5.227655004573429   | 
     113 49 pg       | 5.682045247203967e+37 |   5.22334372172688   | 
      80 36 pg       | 5.67881756053864e+37 |   5.22037660053274   | 
     104 45 pg       | 5.678090699138423e+37 |  5.219708417375759   | 
      98 49 pg       | 5.675323929828879e+37 |  5.217165004489425   | 
     102 44 pg       | 5.670837730949638e+37 |  5.213040968560314   | 
      50 27 pg       | 5.666710500258508e+37 |  5.209246921948446   | 
      50 24 pg       | 5.662864155720267e+37 |  5.205711086044059   | 
      73 37 gp       | 5.65808324114893e+37 |  5.201316126302653   | 
      91 47 gp       | 5.657965702019313e+37 |  5.201208075900372   | 
     114 51 pg       | 5.65762955251945e+37 |  5.200899063158783   | 
     114 51 pg       | 5.655311731384465e+37 |  5.1987683556499915  | 
     117 51 pa       | 5.653395926604597e+37 |  5.197007210422592   | 
     103 48 ag       | 5.653219962443916e+37 |  5.196845451539311   | 
      77 38 pg       | 5.6502516622852715e+37 |  5.194116777035093   | 
      36 19 ag       | 5.649008481957085e+37 |  5.192973956469664   | 
      44 20 pg       | 5.644172672202536e+37 |  5.188528533136698   | 
      82 40 pg       | 5.643912084014775e+37 |  5.188288981775298   | 
     105 48 pg       | 5.643499631764658e+37 |  5.187909826070366   | 
      12 6 pg        | 5.642645449923354e+37 |  5.187124600827716   | 
      52 26 ap       | 5.64065017556844e+37 |  5.185290401464381   | 
      40 18 ag       | 5.637095292999395e+37 |  5.1820224983167185  | 
      98 47 pg       | 5.634909805154446e+37 |  5.180013441064061   | 
      65 29 pg       | 5.633733520667072e+37 |  5.1789321159557975  | 
      83 43 gp       | 5.633266012764509e+37 |   5.17850234914447   | 
      32 15 pa       | 5.631946842256972e+37 |   5.1772896729533    | 
      86 39 pg       | 5.630542070011286e+37 |  5.175998305501841   | 
      87 46 gp       | 5.627338154970164e+37 |  5.173053036890467   | 
      65 32 pa       | 5.626557469112684e+37 |  5.172335374430051   | 
      93 43 pg       | 5.624368784275946e+37 |  5.170323378273132   | 
      57 26 ag       | 5.623166504352338e+37 |   5.16921815629451   | 
      14 8 ag        | 5.623121311071464e+37 |  5.169176611387764   | 
      13 7 pg        | 5.617906087250137e+37 |  5.164382403418736   | 
      40 21 pg       | 5.611207024323186e+37 |  5.158224144066936   | 
      71 38 gp       | 5.607174208356055e+37 |  5.154516890244351   | 
     113 51 pg       | 5.605729858582725e+37 |  5.153189140289489   | 
       3 1 ag        | 5.602899991438387e+37 |  5.150587723345657   | 
      74 35 pg       | 5.602724517544199e+37 |  5.150426415150516   | 
      57 28 pg       | 5.599786418722505e+37 |  5.147725503882402   | 
      88 38 pg       | 5.597229891526105e+37 |  5.1453753606329595  | 
     102 47 pg       | 5.596865508471425e+37 |  5.145040393581808   | 
      99 45 pg       | 5.594549780900506e+37 |  5.142911610627335   | 
      58 26 pg       | 5.586231922555546e+37 |  5.135265238366267   | 
     115 52 pg       | 5.582619742325912e+37 |  5.131944663097443   | 
      54 28 pg       | 5.578019510815003e+37 |  5.1277158001905825  | 
     117 50 pg       | 5.576327434867011e+37 |  5.126160322559711   | 
      18 9 ag        | 5.576314582501185e+37 |  5.126148507742787   | 
      93 47 gp       | 5.57470341521276e+37 |  5.124667407157609   | 
      99 46 pa       | 5.56848864843791e+37 |  5.1189543475807975  | 
      47 24 ap       | 5.561563979388804e+37 |  5.112588694892537   | 
      30 18 ag       | 5.561245831998115e+37 |  5.1122962309814906  | 
      47 23 pg       | 5.557630457141107e+37 |  5.108972718981945   | 
      40 18 pa       | 5.554151783829439e+37 |  5.1057748728522645  | 
      67 32 pg       | 5.551348845676837e+37 |  5.103198210969999   | 
      77 36 pg       | 5.550847346929174e+37 |  5.102737197334751   | 
      39 21 pg       | 5.548550942286131e+37 |  5.100626177402151   | 
      20 11 pg       | 5.541066599443502e+37 |  5.093746032401978   | 
      72 37 gp       | 5.540677240154025e+37 |  5.093388105403564   | 
     126 52 pg       | 5.5377008132175855e+37 |  5.090651960182039   | 
     108 46 pg       | 5.537184833879465e+37 |  5.090177634948948   | 
      99 47 ag       | 5.53516538264607e+37 |  5.088321210464036   | 
     108 50 pg       | 5.5348879870207175e+37 |   5.08806620849994   | 
      77 34 pg       | 5.533854853570908e+37 |  5.087116478097595   | 
      29 14 pg       | 5.532601894402364e+37 |  5.085964668120402   | 
      24 13 ap       | 5.529262231174849e+37 |  5.082894610035119   | 
     114 50 pg       | 5.528175608967979e+37 |  5.0818957089290535  | 
     110 48 pg       | 5.5192272902492935e+37 |   5.07366977225207   | 
     112 50 pg       | 5.518317516137856e+37 |  5.072833442605539   | 
      21 10 pg       | 5.518170609461136e+37 |  5.072698395446613   | 
      36 21 gp       | 5.517475472713718e+37 |  5.072059375866972   | 
      59 28 pg       | 5.515812296398031e+37 |  5.070530464851886   | 
     123 52 pa       | 5.515779411648533e+37 |  5.070500234830414   | 
     116 50 pg       | 5.508721288273671e+37 |  5.0640119013495415  | 
      28 15 ap       | 5.506888579200247e+37 |  5.062327143658264   | 
      14 7 pg        | 5.506567173673537e+37 |   5.06203168463479   | 
     111 49 pg       | 5.502518292649144e+37 |  5.058309662658779   | 
      43 23 ag       | 5.500679047909432e+37 |  5.056618896914064   | 
      49 23 ap       | 5.499299727584991e+37 |  5.055350926694984   | 
      22 12 pg       | 5.499226483767429e+37 |  5.055283595722073   | 
     100 42 pa       | 5.498599918066511e+37 |  5.054707611568876   | 
      30 16 pg       | 5.49513103890759e+37 |  5.051518768927207   | 
     118 51 pa       | 5.490751550527343e+37 |  5.047492828946071   | 
      58 32 gp       | 5.488117301041076e+37 |  5.045071237790611   | 
      36 19 pg       | 5.481381315285044e+37 |  5.038879036324822   | 
      42 20 pg       | 5.4738367558845135e+37 |  5.031943535943626   | 
      32 16 pg       | 5.470625265618622e+37 |  5.028991303642064   | 
      65 30 pa       | 5.469377087059668e+37 |  5.027843888344251   | 
      46 25 ap       | 5.46353392911892e+37 |  5.022472438273542   | 
     110 49 pg       | 5.461927725168339e+37 |  5.020995900344668   | 
      60 30 pg       | 5.459082267858945e+37 |  5.018380151802401   | 
      44 24 ap       | 5.453624506532832e+37 |  5.013362985955039   | 
      79 39 pg       | 5.45330882131231e+37 |   5.01307278544749   | 
      89 41 pg       | 5.451715921960078e+37 |  5.0116084780601255  | 
      60 30 ag       | 5.451316235465958e+37 |  5.011241057554147   | 
      99 44 pg       | 5.447348818826169e+37 |   5.00759392348616   | 
      92 40 pa       | 5.44635428264008e+37 |  5.006679674458279   | 
      50 23 pg       | 5.442645872955118e+37 |  5.003270638168913   | 
      78 41 gp       | 5.439046646952286e+37 |  4.999961971354931   | 
      65 35 gp       | 5.438739270943473e+37 |  4.999679409271034   | 
      70 35 pg       | 5.425010539751271e+37 |  4.987058974416991   | 
      49 25 ap       | 5.424382450444537e+37 |  4.986481589655997   | 
      82 35 pg       | 5.422552227912106e+37 |  4.984799117771628   | 
      63 30 ag       | 5.421173003489716e+37 |  4.9835312357125945  | 
     107 48 pg       | 5.419996491642962e+37 |  4.982449701599274   | 
      64 28 pa       | 5.417313634389975e+37 |  4.979983426696664   | 
     104 49 pa       | 5.413304169474517e+37 |  4.976297638836395   | 
      41 21 pg       | 5.412665803295979e+37 |  4.9757108068373945  | 
      31 18 ap       | 5.412233733030668e+37 |  4.975313616845153   | 
     105 52 pa       | 5.410996189520883e+37 |  4.974175978047682   | 
      62 32 ag       | 5.410403811521578e+37 |  4.973631421683038   | 
      57 29 ap       | 5.40804521602523e+37 |  4.971463231455407   | 
      28 13 pa       | 5.407350511913201e+37 |  4.970824609585261   | 
      41 19 pg       | 5.4044452182631075e+37 |  4.968153855184906   | 
     116 51 pg       | 5.4037082789476315e+37 |   4.96747640768505   | 
      86 40 pg       | 5.402459275905805e+37 |  4.966328234463417   | 
      66 34 ag       | 5.39902233048914e+37 |  4.963168747609123   | 
      60 33 gp       | 5.398739941878175e+37 |  4.962909155734366   | 
      46 23 ap       | 5.396734242835391e+37 |  4.961065373249889   | 
      96 45 ag       | 5.394409005092136e+37 |  4.958927847862578   | 
      52 24 pg       | 5.392900544403963e+37 |   4.95754116255434   | 
      29 17 gp       | 5.391879362894805e+37 |  4.9566024192334845  | 
     102 47 pg       | 5.390230218138667e+37 |  4.955086407034809   | 
      45 21 pg       | 5.389850034070487e+37 |  4.954736914558204   | 
      56 29 ap       | 5.386242371557123e+37 |  4.9514204922983565  | 
     102 47 pa       | 5.37947532826375e+37 |  4.945199740515626   | 
     115 50 pg       | 5.379429592220714e+37 |  4.945157696662954   | 
      17 8 ag        | 5.379020311528174e+37 |   4.94478145648133   | 
      15 7 ag        | 5.368626073510151e+37 |  4.935226327028553   | 
      79 36 pg       | 5.366608047457918e+37 |  4.933371212672433   | 
      83 41 pa       | 5.364753595022236e+37 |  4.931666466922312   | 
      29 15 ag       | 5.363991379837051e+37 |  4.930965784029282   | 
      24 13 pg       | 5.361250019839141e+37 |  4.9284457292055155  | 
      81 41 gp       | 5.358489907828157e+37 |   4.92590843618573   | 
      59 30 pg       | 5.35778989234112e+37 |  4.925264931718544   | 
      95 42 pg       | 5.35741655557965e+37 |  4.924921733777613   | 
      63 29 pg       | 5.356841870439931e+37 |  4.924393441959101   | 
      16 9 gp        | 5.356089810122976e+37 |  4.923702094149637   | 
      27 13 pa       | 5.35313093206819e+37 |  4.920982081119394   | 
      84 39 pa       | 5.353076781832858e+37 |  4.920932302337381   | 
      49 24 ap       | 5.349689890004987e+37 |  4.917818828333634   | 
      18 8 pa        | 5.3494743377945865e+37 |  4.917620677274304   | 
     117 50 pg       | 5.3454964767238685e+37 |   4.91396394193594   | 
      84 43 gp       | 5.342947372578744e+37 |  4.911620622487891   | 
      84 37 pg       | 5.342192930271708e+37 |  4.9109270849822195  | 
      11 6 pg        | 5.34075818086952e+37 |   4.90960816037741   | 
      47 23 ap       | 5.340321245468874e+37 |  4.909206498003657   | 
      97 42 pg       |  5.336539015194e+37  |  4.905729600530849   | 
     101 47 pa       | 5.336380008206851e+37 |  4.905583429898287   | 
      39 19 ag       | 5.335470269961842e+37 |  4.904747133222751   | 
      95 44 pg       | 5.334169095883802e+37 |  4.903551000640957   | 
      70 33 pg       | 5.328901100399039e+37 |  4.898708281172124   | 
     110 51 ga       | 5.328051312477346e+37 |  4.897927095135677   | 
      91 45 pg       | 5.325921773652597e+37 |   4.89596947023716   | 
      44 22 pg       | 5.319202253366287e+37 |  4.889792405012665   | 
      86 39 pg       | 5.317190179496691e+37 |   4.88794276232994   | 
      77 41 gp       | 5.307221603834863e+37 |  4.878778932259527   | 
      76 39 gp       | 5.307109143438958e+37 |  4.878675550593712   | 
     112 50 pg       | 5.30635718786317e+37 |  4.877984299069845   | 
     102 50 ga       | 5.303735998080695e+37 |  4.875574713331245   | 
      18 9 pa        | 5.297264928901696e+37 |   4.86962604219287   | 
     109 50 pg       | 5.294206615380975e+37 |   4.86681462094708   | 
      76 36 pg       | 5.292963882307821e+37 |   4.86567221153057   | 
      50 28 ap       | 5.290759640026333e+37 |   4.86364591385407   | 
      43 25 gp       | 5.289607622403507e+37 |  4.8625868965890335  | 
     122 52 pa       | 5.287121363390825e+37 |  4.860301348896348   | 
     122 51 pg       | 5.284897390648402e+37 |  4.858256913564345   | 
      66 32 pg       | 5.282287174084444e+37 |  4.855857415195619   | 
      95 49 gp       | 5.279954319258577e+37 |  4.853712887639385   | 
      22 14 ap       | 5.279141345926963e+37 |   4.85296554421587   | 
      71 33 pg       | 5.276799218156639e+37 |  4.850812492303686   | 
      82 37 pg       | 5.272588702197162e+37 |  4.846941883896795   | 
      59 27 pa       | 5.271203778584197e+37 |  4.845668762732824   | 
      39 20 pg       | 5.269769266088603e+37 |  4.844350055909557   | 
      12 7 pg        | 5.269696657973621e+37 |  4.844283309320074   | 
      82 43 gp       | 5.265546598963177e+37 |  4.840468277278986   | 
      71 31 pg       | 5.264395580470266e+37 |  4.8394101784858625  | 
      18 8 ag        | 5.261831453140301e+37 |   4.83705304864828   | 
      19 9 ap        | 5.259608273888334e+37 |  4.835009342749642   | 
      74 37 pg       | 5.254419040196306e+37 |  4.830239026772457   | 
      37 17 ag       | 5.2541815446654845e+37 |  4.830020703838393   | 
      35 19 ag       | 5.253790384147478e+37 |  4.829661121021462   | 
      96 43 pg       | 5.2534853954236395e+37 |   4.82938075350122   | 
      69 32 pa       | 5.25161018368928e+37 |  4.827656924314117   | 
     112 51 pg       | 5.2509900644104455e+37 |  4.827086866174679   | 
      77 35 pa       | 5.250500513600152e+37 |  4.826636835940817   | 
     104 48 pg       | 5.248288724968038e+37 |  4.824603601117313   | 
      47 23 ap       | 5.247431669426405e+37 |  4.8238157341631105  | 
      26 13 ap       | 5.246537547840878e+37 |  4.822993793441586   | 
      40 19 pa       | 5.245841264423593e+37 |  4.822353719760721   | 
     111 48 pa       | 5.239254630926918e+37 |  4.816298813608907   | 
     110 50 pg       | 5.237054230582377e+37 |  4.814276047716538   | 
      92 41 pg       | 5.235336687331341e+37 |  4.812697158713233   | 
      33 17 ap       | 5.22928650085952e+37 |  4.807135393160871   | 
      47 22 ag       | 5.228322586247742e+37 |  4.806249293681429   | 
      76 34 pa       | 5.225554358795292e+37 |  4.803704540365502   | 
      32 17 pg       | 5.225138031330255e+37 |  4.803321822284939   | 
      22 11 ap       | 5.223546908796634e+37 |  4.801859148276742   | 
      23 11 pg       | 5.222631247400521e+37 |  4.801017406615679   | 
     115 51 pa       | 5.221969517653628e+37 |  4.800409097148131   | 
      44 21 pa       | 5.217763430673252e+37 |  4.796542560176642   | 
      96 47 pg       | 5.217501889523555e+37 |  4.796302132784249   | 
      74 36 pg       | 5.2160985299704225e+37 |  4.795012063981156   | 
      21 11 ap       | 5.2156598916702e+37  |  4.794608836179917   | 
      60 31 pg       | 5.21455383689997e+37 |  4.793592071267175   | 
       9 4 pg        | 5.213001339618145e+37 |  4.792164904362088   | 
     103 51 gp       | 5.212655347011355e+37 |  4.791846843130293   | 
      98 48 pg       | 5.209746432596021e+37 |   4.78917276026271   | 
      86 46 gp       | 5.208365563907058e+37 |  4.787903366675855   | 
      43 22 ag       | 5.201379125605822e+37 |  4.781480931258616   | 
      92 43 pg       | 5.201199261146996e+37 |  4.781315586941404   | 
     116 48 pg       | 5.199812488761951e+37 |  4.780040766253474   | 
      61 28 pa       | 5.196980395166399e+37 |  4.777437302595921   | 
      19 9 ap        | 5.196226218914312e+37 |  4.776744009667049   | 
     105 46 pg       | 5.195124373199382e+37 |  4.775731114019972   | 
      53 26 ag       | 5.194764683005428e+37 |  4.775400460983148   | 
     120 51 pg       | 5.193273748798528e+37 |  4.774029887274156   | 
     100 44 pa       | 5.189864546228245e+37 |  4.770895903635018   | 
      85 41 pg       | 5.188419068817518e+37 |  4.769567117074944   | 
     108 52 pa       | 5.188082570997764e+37 |  4.769257784132716   | 
     108 48 pg       | 5.188067424065828e+37 |  4.769243859985971   | 
      62 30 pg       | 5.185034617482556e+37 |  4.766455886547403   | 
      27 14 pg       | 5.181091469350671e+37 |  4.762831061833334   | 
     105 51 gp       | 5.180870826600678e+37 |  4.762628231184725   | 
     105 48 pg       | 5.180368306598525e+37 |  4.762166278739066   | 
      93 47 gp       | 5.180332079688541e+37 |   4.76213297636385   | 
      59 28 ag       | 5.178683950681902e+37 |    4.760617897915    | 
      81 35 pg       | 5.17802373225117e+37 |  4.760010977757716   | 
      61 30 ag       | 5.177800821521199e+37 |  4.759806062219164   | 
      50 28 ap       | 5.177442252841793e+37 |  4.759476440158991   | 
      40 19 pa       | 5.176149929863765e+37 |  4.758288444143464   | 
      70 31 pg       | 5.174974718010577e+37 |  4.757208105077514   | 
      65 32 pg       | 5.170602902170516e+37 |  4.753189218245882   | 
      94 44 pg       | 5.17056160726196e+37 |   4.75315125700271   | 
      57 26 pg       | 5.170561400636793e+37 |  4.753151067058028   | 
      66 32 pg       | 5.1702617329688715e+37 |  4.752875591034212   | 
      89 42 pg       | 5.168728903816263e+37 |  4.751466504484841   | 
      94 40 pg       | 5.167319502117171e+37 |  4.750170881307612   | 
      37 18 pg       | 5.166843227032995e+37 |  4.749733055073832   | 
     110 52 pg       | 5.165417621775454e+37 |  4.748422536422947   | 
     124 52 pg       | 5.164696204447665e+37 |  4.747759357847994   | 
     120 52 pg       | 5.162450876060256e+37 |  4.745695290874688   | 
      42 22 pg       | 5.162395137689895e+37 |  4.745644052164995   | 
      31 15 ag       | 5.1619264579757325e+37 |  4.745213208140359   | 
      15 7 pg        | 5.161499477302472e+37 |  4.744820696866347   | 
      70 31 pg       | 5.16086414931658e+37 |  4.744236657792039   | 
      92 44 pg       | 5.160743118720783e+37 |  4.744125397783506   | 
      34 19 gp       | 5.157800878436472e+37 |  4.741420679385772   | 
      46 25 pg       | 5.155647150481638e+37 |  4.739440818103125   | 
     109 48 pa       | 5.154839991406433e+37 |  4.738698819561318   | 
      47 21 pa       | 5.15404440807715e+37 |  4.737967462275812   | 
      48 25 pg       | 5.1536734856725415e+37 |  4.737626483784957   | 
     112 52 pg       | 5.1530353313654485e+37 |  4.737039846553391   | 
      30 17 pg       | 5.151822372357663e+37 |  4.735924807594287   | 
      30 15 ap       | 5.151638027450997e+37 |  4.735755344527913   | 
      94 44 ag       | 5.150208169092499e+37 |  4.734440916121435   | 
      40 23 gp       | 5.144977955876275e+37 |  4.729632928825012   | 
     104 44 pg       | 5.143669213214244e+37 |  4.728429838657711   | 
      40 21 ap       | 5.13988701769947e+37 |   4.72495297313888   | 
      26 15 ap       | 5.133562244744894e+37 |  4.719138787987874   | 
     116 51 pa       | 5.133012764463279e+37 |  4.718633666283573   | 
      83 40 pg       | 5.129449811628543e+37 |  4.715358344368584   | 
      22 14 ap       | 5.120972791194764e+37 |  4.707565658894366   | 
       6 3 pa        | 5.116036048247441e+37 |  4.703027450527869   | 
      41 23 pg       | 5.105351951101502e+37 |  4.693205861765086   | 
     103 49 pa       | 5.103182137593456e+37 |  4.691211213487664   | 
      66 36 gp       | 5.097688101841004e+37 |  4.686160701584642   | 
      75 35 pa       | 5.095662589402023e+37 |  4.684298705204617   | 
      25 13 pg       | 5.095500646839575e+37 |  4.684149835980589   | 
      92 45 pg       | 5.095326648687224e+37 |  4.683989884393241   | 
     114 51 pa       | 5.093340363696942e+37 |  4.682163948698932   | 
      55 28 pg       | 5.089019989534221e+37 |  4.678192350748446   | 
      48 22 pg       | 5.088832403924257e+37 |  4.678019908595056   | 
      33 18 ag       | 5.087577804882579e+37 |  4.676866591128804   | 
      40 20 pg       | 5.087290418515365e+37 |  4.676602404957877   | 
      93 46 pg       | 5.085804750430708e+37 |  4.675236672246335   | 
     115 52 pg       | 5.085206874464353e+37 |  4.674687061755858   | 
      48 28 gp       | 5.078641993950308e+37 |  4.668652152506622   | 
     112 48 pg       | 5.077066848642749e+37 |   4.66720416591111   | 
      77 37 pg       | 5.074186949667791e+37 |  4.664556756118403   | 
      73 33 pg       | 5.069602967008273e+37 |  4.6603428303217225  | 
      57 26 pa       | 5.068725047171301e+37 |  4.659535783410069   | 
     106 49 pg       | 5.068671531459842e+37 |  4.659486587927932   | 
     104 46 pg       | 5.064928218453994e+37 |  4.656045466001426   | 
      58 26 ag       | 5.059772331232016e+37 |  4.6513058044923765  | 
      44 21 ag       | 5.059441251119586e+37 |  4.651001451895484   | 
      99 47 pa       | 5.057686665618812e+37 |  4.649388510998152   | 
      92 47 pg       | 5.057598146373375e+37 |  4.649307137755809   | 
      22 13 pg       | 5.0522181981269685e+37 |  4.644361503275001   | 
      35 17 pg       | 5.051639963470202e+37 |  4.643829948485712   | 
      80 41 pg       | 5.046680320966029e+37 |  4.639270689203339   | 
      83 43 gp       | 5.039244539916902e+37 |  4.632435185688437   | 
      86 36 pg       | 5.032079577734358e+37 |  4.625848638309037   | 
     119 52 ga       | 5.030914467612075e+37 |  4.624777585479013   | 
      86 42 pg       | 5.025575598022291e+37 |  4.619869713447082   | 
       7 4 pg        | 5.017771895668404e+37 |  4.612695990267658   | 
      43 23 ap       | 5.017733177701138e+37 |  4.612660397933835   | 
      59 31 pg       | 5.015409249545222e+37 |  4.610524076413178   | 
      20 11 ag       | 5.011712830895628e+37 |  4.607126063143972   | 
     110 52 pa       | 5.010297928387484e+37 |  4.605825383228336   | 
      46 26 ap       | 5.00831298398406e+37 |  4.604000679897664   | 
      73 35 pa       | 5.0063823250751535e+37 |  4.602225879688955   | 
     110 49 pa       | 4.997603878750345e+37 |  4.5941561019060755  | 
      13 7 ap        | 4.996468663554717e+37 |  4.593112530637823   | 
      78 36 pg       | 4.996294569143261e+37 |  4.592952490562198   | 
     117 52 pa       | 4.993831195444667e+37 |   4.59068798069242   | 
      51 23 pg       | 4.993130068143355e+37 |  4.590043454165771   | 
      44 22 pg       | 4.992231575590867e+37 |  4.589217495337765   | 
      38 20 ag       | 4.990892163632398e+37 |  4.587986211752419   | 
      91 41 pg       | 4.990371644290039e+37 |  4.587507713021653   | 
      22 13 gp       | 4.988230494392726e+37 |  4.585539414392051   | 
      65 29 pa       | 4.987831454101755e+37 |  4.5851725879223775  | 
      64 33 gp       | 4.986408957108517e+37 |  4.583864926611081   | 
      46 25 ap       | 4.9735867126503045e+37 |  4.572077799410323   | 
      44 22 ag       | 4.960496681788062e+37 |  4.560044503731245   | 
      80 35 pg       | 4.959908195175241e+37 |  4.559503524608294   | 
      61 32 ag       | 4.9479399041985615e+37 |   4.5485014127255    | 
