# version 2
# time, mass, jx, jy, jz, px, py, pz
1.645880983114242468e+00  4.758880000000000147e+33  1.340323362217166832e+47 -1.326002574919789208e+47 -2.303606922197505117e+46 -7.384707386681338760e+39 -6.317881542917030386e+40 -4.109839985491057361e+40
1.652400241136550818e+00  4.759310000000000131e+33  1.290796652000052533e+47 -1.274972351193582421e+47 -2.911328625128350611e+46 -7.126273322059635791e+39 -6.255172826217710620e+40 -4.143633305398764481e+40
1.659850821733474646e+00  4.759830000000000166e+33  1.224577015962489081e+47 -1.222205992262271138e+47 -3.708472400982790520e+46 -7.300874964813593931e+39 -6.209724023590672313e+40 -4.177878284465084255e+40
1.667301402330398474e+00  4.760329999999999933e+33  1.160586234766063887e+47 -1.174951337348007180e+47 -4.499439514330554827e+46 -7.402069372800680180e+39 -6.120443750358407607e+40 -4.212374359850702596e+40
1.675217644214630042e+00  4.760889999999999926e+33  1.076323989313605866e+47 -1.130456784169088295e+47 -5.373857141463676072e+46 -7.088201231912660634e+39 -5.999682392589738305e+40 -4.274056225797045909e+40
1.684065208673477088e+00  4.761539999999999970e+33  9.711653351235426174e+46 -1.072673277043628449e+47 -6.294916584200858478e+46 -6.462083778512927517e+39 -5.888551494359233916e+40 -4.358259148861867759e+40
1.692912773132324133e+00  4.762129921769766624e+33  8.775294060395541615e+46 -1.008516087058155885e+47 -7.028482070720771348e+46 -5.433446872007302330e+39 -5.829573462568192474e+40 -4.468698185618741065e+40
1.702225998878478919e+00  4.762670000000000090e+33  7.969562152294488824e+46 -9.460333602152097765e+46 -7.651808583919096828e+46 -4.487883034626781098e+39 -5.869865105137345928e+40 -4.601554339975974561e+40
1.712470547199249182e+00  4.763179999999999991e+33  7.165018010499665507e+46 -8.853469560568277253e+46 -8.190685645233014783e+46 -3.873349633161307652e+39 -6.009692228662713724e+40 -4.722588683454868211e+40
1.723646418094634925e+00  4.763729999999999850e+33  6.317761985999998336e+46 -8.267333489999998541e+46 -8.759608669000000036e+46 -3.213641707231181089e+39 -6.340137141534267849e+40 -4.853524311478164499e+40
1.734822288990020667e+00  4.764260000000000019e+33  5.480058996448060343e+46 -7.811529503930746018e+46 -9.368012655069251543e+46 -3.615048171493101697e+39 -6.663375903703551404e+40 -4.877548055987685721e+40
1.745998159885406409e+00  4.764790000000000187e+33  4.539161985999998839e+46 -7.507533489999998503e+46 -9.916708668999998058e+46 -6.320283314590471100e+39 -6.906642845693604054e+40 -4.755760404777480545e+40
1.759036675930023108e+00  4.765599888251732006e+33  2.946101097893751595e+46 -6.889939077413392828e+46 -1.056929637669053345e+47 -5.687308941163984583e+39 -6.563215962460454690e+40 -4.799769960499919429e+40
1.772075191974639807e+00  4.766449999999999899e+33  1.457454042221794032e+46 -5.896928194147863942e+46 -1.121571065494455089e+47 -4.298334406615572510e+39 -6.549059288171142204e+40 -4.941646511753469289e+40
1.786045030593871985e+00  4.767309999999999868e+33  1.483588211166831104e+45 -5.022732646031115447e+46 -1.212461141189887328e+47 -5.104645151957393146e+39 -6.631283046522642815e+40 -4.903824424503428014e+40
1.800946191787719641e+00  4.768599999999999821e+33 -2.171567774163401196e+46 -4.200126215293388537e+46 -1.319301263702178632e+47 -5.125635149369619668e+39 -6.521295305140632600e+40 -5.132380758603840442e+40
1.816778675556182776e+00  4.769849999999999816e+33 -4.321683194182622848e+46 -2.912361459294581389e+46 -1.413848853110790061e+47 -6.283251820132575660e+39 -6.675920727314028345e+40 -5.055696229230771271e+40
1.833542481899261389e+00  4.771230160633086798e+33 -7.047360095146246628e+46 -1.833493331728210220e+46 -1.494772151964697437e+47 -7.079154907100387190e+39 -6.488351799713983009e+40 -5.006588618490599170e+40
1.851237610816955481e+00  4.772959999999999891e+33 -1.006126822945409792e+47 -9.826704026245365020e+44 -1.588240866900000043e+47 -6.925028942080676264e+39 -6.143927691687426003e+40 -5.195213891763002469e+40
1.869864062309265051e+00  4.774610000000000046e+33 -1.304494897183628421e+47  1.737672526066979904e+46 -1.671641017301674293e+47 -6.445266237709057183e+39 -6.310845568507713221e+40 -5.306861073592471193e+40
1.890353158950805579e+00  4.776090000000000233e+33 -1.600604952423075764e+47  3.166569798637360907e+46 -1.728200757278754625e+47 -6.184269120176409584e+39 -6.099265234486027737e+40 -5.283213782143159523e+40
1.910842255592346106e+00  4.777630000000000070e+33 -1.889348472570464933e+47  4.825005289528386085e+46 -1.731362012658792967e+47 -4.774722751656479442e+39 -5.798719498021024263e+40 -5.502253595496903991e+40
1.933193997383117591e+00  4.780079999999999968e+33 -2.291373754476592587e+47  7.616566392691484325e+46 -1.859710851559655206e+47 -4.390442247730073045e+39 -5.868747517707837434e+40 -5.595804550214293974e+40
1.957408384323120032e+00  4.782300000000000249e+33 -2.738282680589326963e+47  8.318771811008555460e+46 -1.978043119828635238e+47 -3.315588063008862015e+39 -6.041502067340294672e+40 -5.969527718981199194e+40
1.981622771263122473e+00  4.784530000000000088e+33 -3.211620961907729086e+47  8.202158622521466335e+46 -2.094909604903434891e+47 -4.041837994717739747e+39 -6.023327484284935351e+40 -6.203047156547408118e+40
2.007699803352355872e+00  4.788080000000000281e+33 -3.934037427303951190e+47  9.969940742377677085e+46 -2.176460120995143065e+47 -3.906359615944532709e+39 -5.933657329989769252e+40 -6.349320251932340726e+40
2.035639480590820227e+00  4.791669999999999856e+33 -4.563034214201107672e+47  1.215410816120443466e+47 -2.349494070838802277e+47 -4.141159183869879998e+39 -6.022154753759621434e+40 -6.439746838654374287e+40
2.065441802978515540e+00  4.795989999999999967e+33 -5.263138773955226337e+47  1.497993797585399071e+47 -2.631638556992941729e+47 -4.992708139295773565e+39 -6.049295176801529233e+40 -6.384462036843532552e+40
2.095244125366210852e+00  4.801499999999999848e+33 -5.861184470019792803e+47  1.826496985309896126e+47 -3.173130783322526544e+47 -3.813999676925296608e+39 -5.766007016416769868e+40 -6.565929846666623617e+40
2.128771738052368079e+00  4.807050000000000263e+33 -6.490355942971046734e+47  2.322559491098063699e+47 -3.531198771318946100e+47 -4.148641718822322103e+39 -5.789365277954200384e+40 -6.698300632443186876e+40
2.164161995887756262e+00  4.811530000000000208e+33 -7.061883723409172227e+47  2.728836631147789393e+47 -3.806910848465804907e+47 -4.855901091303143128e+39 -5.798019465419841315e+40 -6.926662048197794308e+40
2.199552253723144446e+00  4.816170087490739635e+33 -7.860909925751764242e+47  3.092097613398135079e+47 -3.920503754094402925e+47 -7.290510219762296707e+39 -6.000924047526593294e+40 -6.996544012513693603e+40
2.238202140569686804e+00  4.821840000000000277e+33 -8.881437194461407985e+47  3.514029365449126555e+47 -4.250631545512281367e+47 -7.946240344230193561e+39 -6.037502812467855397e+40 -7.099635949098508173e+40
2.281508640289306555e+00  4.828209875961829790e+33 -9.692626359109793670e+47  4.367549704862473460e+47 -4.467108386136597694e+47 -7.818261649606777701e+39 -6.002696945015605933e+40 -7.103773553765219812e+40
2.326212123870849524e+00  4.834439999999999833e+33 -1.049393679138602545e+48  5.123798743990216817e+47 -4.633101507611290474e+47 -7.919409353271104544e+39 -6.205063189638039935e+40 -7.320762789141482896e+40
2.370915607452392493e+00  4.840469864638755578e+33 -1.134422838695024168e+48  5.832388935409094549e+47 -4.482762085151195594e+47 -7.387438350461506157e+39 -6.172746679841656946e+40 -7.215339096520300207e+40
2.419344381332397376e+00  4.848300000000000095e+33 -1.234475159691188134e+48  6.805933429625486289e+47 -4.472640612678401477e+47 -7.459732455621192080e+39 -6.262176550519149574e+40 -7.428252955209942638e+40
2.471498445510864173e+00  4.855869999999999847e+33 -1.340164419665349975e+48  7.617066749246256545e+47 -4.418067896827571190e+47 -8.318651584837644207e+39 -6.360295010596986331e+40 -7.490266884990945509e+40
2.527377799987792883e+00  4.862880000000000183e+33 -1.399323242200546942e+48  8.639569754027345912e+47 -4.198433211870703082e+47 -8.583818179183525146e+39 -6.422439833658590915e+40 -7.646542499641727073e+40
2.583257154464721594e+00  4.869879999999999808e+33 -1.429502431628240650e+48  9.668529225412027156e+47 -3.847643712435278405e+47 -9.988488591308938197e+39 -6.650839787351833068e+40 -7.809074663347719755e+40
2.642861799240112219e+00  4.877460000000000271e+33 -1.462193380139999876e+48  1.073448264846704022e+48 -4.030509263353857029e+47 -1.174391176485045298e+40 -6.953088192516426393e+40 -7.872834080648234625e+40
2.709917024612426673e+00  4.885390000000000224e+33 -1.507430404752426914e+48  1.155556673304142080e+48 -4.285379047391130126e+47 -1.348242505151971795e+40 -7.119275228401589971e+40 -7.864062959972746975e+40
2.776972249984741126e+00  4.894710749994913636e+33 -1.533643380139999940e+48  1.253680665079654838e+48 -5.072234866737239329e+47 -1.348249009834547216e+40 -7.124992285763472999e+40 -7.894406091015586515e+40
2.851478055953979407e+00  4.904249999999999889e+33 -1.555580788078638945e+48  1.355886369069319486e+48 -5.436032442700577354e+47 -1.377306473644092861e+40 -7.098205809880979833e+40 -8.091832903130031853e+40
2.925983861923217688e+00  4.913061287307739281e+33 -1.647722391294174361e+48  1.387457665099999880e+48 -5.807518889208349253e+47 -1.487285352421976060e+40 -7.120272456837294778e+40 -8.265648092842787101e+40
3.011665538787841712e+00  4.921369999999999925e+33 -1.724621893069280468e+48  1.418769152170719400e+48 -6.694251125485613402e+47 -1.565046630432684876e+40 -6.930124931134315709e+40 -8.374662883362774535e+40
3.093621925354003821e+00  4.928699999999999927e+33 -1.814765947278671854e+48  1.477070232238671877e+48 -7.388947553301369702e+47 -1.417187817331920391e+40 -7.103337534267753558e+40 -8.572187561586062711e+40
3.183028892517089758e+00  4.938909999999999812e+33 -1.878703380139999822e+48  1.531117295939030136e+48 -8.554096806129330723e+47 -1.578709174101256542e+40 -7.481456057347465673e+40 -8.415038038863911718e+40
3.279886440277099524e+00  4.949538813425700239e+33 -1.914531006991399658e+48  1.539066478525699832e+48 -9.850939001156999695e+47 -1.715099723131187930e+40 -7.505880835820811735e+40 -8.425623595250652918e+40
3.384194568634033118e+00  4.961050000000000095e+33 -2.017982517408066580e+48  1.587630710856022039e+48 -1.110262701080055440e+48 -1.592683533230794013e+40 -7.391766025849830268e+40 -8.568039881065282060e+40
3.488502696990966712e+00  4.972700000000000208e+33 -2.088214279136988724e+48  1.679470362090966644e+48 -1.209960480671933638e+48 -1.548227601228156795e+40 -7.332931904055555063e+40 -8.593036628748890615e+40
3.600261405944824133e+00  4.984279999999999963e+33 -2.127523380139999744e+48  1.790810945637922913e+48 -1.304616961283098812e+48 -1.574436626210448430e+40 -7.688267178490693491e+40 -8.720418487698153206e+40
3.726921276092529212e+00  4.996790425364176653e+33 -2.140862954775823407e+48  1.814468941192529468e+48 -1.374145937418353008e+48 -1.755769663661325255e+40 -7.633021122471840619e+40 -8.645610852797180808e+40
3.853581146240234290e+00  5.014330382080077927e+33 -2.209235290540390504e+48  1.746936900939843920e+48 -1.532965850850156254e+48 -2.020673317695595522e+40 -7.150944729701708317e+40 -8.563571778589070473e+40
3.987691596984863196e+00  5.029490000000000281e+33 -2.408774977124863539e+48  1.680286068115136417e+48 -1.674028812988014648e+48 -2.182538794028449552e+40 -6.895234177031682986e+40 -8.583394832197542262e+40
4.129252628326415930e+00  5.046430000000000216e+33 -2.625061265119248173e+48  1.509857665099999792e+48 -1.848421657506040034e+48 -2.425840233684850940e+40 -6.845309184044295490e+40 -8.397381643200799241e+40
4.278264240264892493e+00  5.063410000000000110e+33 -2.745940447248154634e+48  1.357780491943261508e+48 -2.081802153798154167e+48 -2.478011070708046164e+40 -6.638877105096613690e+40 -8.299470557065441344e+40
4.434726432800292883e+00  5.083959999999999887e+33 -2.696995758273137983e+48  1.257111232299707073e+48 -2.257669141357154845e+48 -2.579707198750893506e+40 -6.594044148101855048e+40 -8.349539391899921421e+40
4.613540367126464758e+00  5.102670122375487900e+33 -2.602823380140000029e+48  1.074266808471582119e+48 -2.437755331440976461e+48 -2.371707138819946514e+40 -6.469145755490008226e+40 -8.141977048264441387e+40
4.792354301452636633e+00  5.121710000000000194e+33 -2.505134813957545349e+48  7.403999188129720755e+47 -2.598990821960182471e+48 -2.280280462495183093e+40 -6.335986621993777642e+40 -8.059278356355113446e+40
4.971168235778808508e+00  5.140080000000000225e+33 -2.422844556287460668e+48  4.073171938170410050e+47 -2.714813322468808514e+48 -1.933459548935122722e+40 -6.552382704003302036e+40 -8.040112951149278423e+40
5.179784492492675696e+00  5.165761497497558521e+33 -2.341030385144882625e+48  3.095742385854501417e+46 -2.867049579182675471e+48 -1.939277170978537702e+40 -6.303875305407960042e+40 -7.928935043724327872e+40
5.388400749206542883e+00  5.192009999999999883e+33 -2.161084379082057240e+48 -2.630020462230387890e+47 -3.009985336425513700e+48 -2.023574931760260673e+40 -6.493436056294323006e+40 -7.749605955110565669e+40
5.611918167114257727e+00  5.223770000000000233e+33 -2.302132769178085965e+48 -6.681220357056646363e+47 -3.004466308613827454e+48 -1.746702191965166065e+40 -6.476336902752220770e+40 -8.099063048665287133e+40
5.842886165618896399e+00  5.263528721872965836e+33 -2.395939545758896478e+48 -9.655049892680828228e+47 -2.645318921071103506e+48 -1.571778229287645272e+40 -6.440004405753898083e+40 -8.094575459776056447e+40
6.103656486511230383e+00  5.308360000000000169e+33 -2.130798064791691986e+48 -1.196433758341569226e+48 -2.107447429015846213e+48 -1.781239906596722357e+40 -6.551580148756635103e+40 -7.945317059157000383e+40
6.356976226806640540e+00  5.346900000000000085e+33 -1.743919668795599130e+48 -1.366069819437760226e+48 -1.769962633076719150e+48 -1.877294873770317988e+40 -6.733182564063581923e+40 -7.913930283423176674e+40
6.640098289489746008e+00  5.397989429829914321e+33 -1.205476801160508574e+48 -1.505011764729915189e+48 -1.453165086689999952e+48 -1.932737554052394115e+40 -7.052230194479034928e+40 -7.851148334537193059e+40
6.938121513366699133e+00  5.440859999999999627e+33 -6.612632940499113992e+47 -1.700073848266699572e+48 -1.339363573323300567e+48 -2.093920977667065715e+40 -7.262051374535521891e+40 -7.791779282772204071e+40
7.251045898437499915e+00  5.483389999999999854e+33 -2.154299342125047524e+46 -1.892408233337499741e+48 -1.215003719502500079e+48 -2.340115245661215167e+40 -7.786042215047239499e+40 -7.311739042772960397e+40
7.578871444702148352e+00  5.512880481567382510e+33  4.318948719351950223e+47 -1.818192334900000062e+48 -1.133104123555234615e+48 -1.833545247871289487e+40 -8.125626658930262720e+40 -7.542195800958809940e+40
7.936499313354492102e+00  5.539099999999999898e+33  9.468989561026759821e+47 -1.982732334899999978e+48 -1.009965086690000013e+48 -1.891986293645817486e+40 -8.083477614337010561e+40 -7.991627164273095186e+40
8.323929504394531165e+00  5.570539999999999428e+33  1.453086454658177108e+48 -2.435212004496354478e+48 -7.583511527707291345e+47 -2.173042223578378686e+40 -8.270689895333457353e+40 -8.102581232876564980e+40
8.711359695434570227e+00  5.594029949239094640e+33  1.910726366055475339e+48 -2.602762182617285230e+48 -6.681052948097103565e+47 -1.943060325100931967e+40 -8.175217991458385636e+40 -8.602510648164377356e+40
9.128592208862304602e+00  5.615639999999999428e+33  2.158897356147434998e+48 -2.693403071187434967e+48 -2.487954668576432606e+47 -1.300985249474253577e+40 -8.050093225971008688e+40 -8.160022612352279925e+40
9.575627044677734290e+00  5.642139999999999781e+33  2.525794649645155981e+48 -2.547431349792578176e+48  2.974896554388670005e+46 -1.549387750211215897e+40 -8.206197825531509311e+40 -7.844808668035423082e+40
1.001521129989624015e+01  5.666070000000000361e+33  2.988469219652480943e+48 -2.556251901601253215e+48  2.182326533307519293e+47 -1.063592297381671737e+40 -7.836639489260821172e+40 -7.983726091343026936e+40
1.052930136108398429e+01  5.700310453694661801e+33  3.417516619859999843e+48 -2.858214149678646816e+48  4.391987182643656784e+46 -1.298046185221233566e+40 -7.931462758563434019e+40 -7.992012551509114773e+40
1.103594084167480460e+01  5.732399999999999430e+33  3.671836760139134329e+48 -3.236653597412206382e+48 -1.047026618344497370e+47 -1.030629562063173127e+40 -7.967519937208437587e+40 -7.727695486173778132e+40
1.160218496704101554e+01  5.763670000000000147e+33  4.013899103380507934e+48 -3.626232334900000173e+48  1.155525039960351800e+47 -1.633344482627009273e+40 -8.403470932707380247e+40 -7.455405077258755993e+40
1.216842909240722648e+01  5.787879999999999858e+33  4.285231166063613503e+48 -3.779688153381445366e+48  6.654700430097068131e+47 -2.291292398203913769e+40 -8.370185819059014887e+40 -7.526581266320190133e+40
1.279427786254882804e+01  5.809737786254883600e+33  4.426369978624648688e+48 -3.945761266174414141e+48  1.206981707133242256e+48 -2.476600798847991397e+40 -8.625110005592283234e+40 -7.458754410242765205e+40
1.344992895507812491e+01  5.832269999999999589e+33  4.586969515367812593e+48 -3.837596543884374814e+48  1.647940704325624941e+48 -2.091884766034476436e+40 -8.160325960395644655e+40 -7.503568626980388279e+40
1.416518469238281241e+01  5.862590000000000286e+33  4.752505089098280897e+48 -3.604712334899999947e+48  2.051758790263124602e+48 -1.583321901318067366e+40 -8.535188119619487358e+40 -7.428862006731430641e+40
1.488044042968749991e+01  5.886724042968750505e+33  4.853584705797500564e+48 -3.825486163025000120e+48  2.588511300028749900e+48 -1.446350471058967666e+40 -8.348361689986332689e+40 -6.976274402284169576e+40
1.565530081176757804e+01  5.920310081176757645e+33  5.102366863390273772e+48 -3.568671929016211158e+48  3.141644913310000284e+48 -1.640925458430153836e+40 -8.536323637167388526e+40 -6.466485939868403874e+40
1.648976583862304679e+01  5.936209999999999976e+33  5.201473203722304936e+48 -3.171155751037695091e+48  3.010684913310000236e+48 -1.948550934994432156e+40 -8.595040308726496170e+40 -6.164108475316976871e+40
1.732423086547851554e+01  5.958290000000000033e+33  5.276202792955703357e+48 -2.662350729065038733e+48  2.754794913309999799e+48 -1.732667063811557714e+40 -8.594122239701136226e+40 -5.486164745456794951e+40
1.827790518188476554e+01  5.984970000000000487e+33  5.466399210802383157e+48 -2.083198189392186608e+48  3.102066467875430751e+48 -1.479656995283266059e+40 -8.761517081526697316e+40 -4.383685786061525874e+40
1.920177717590332023e+01  6.013119999999999841e+33  5.428596619859999958e+48 -1.402184617309667881e+48  2.996524913309999981e+48 -1.858980157455807156e+40 -9.312695401762913799e+40 -3.879455614041303572e+40
2.024485845947265616e+01  6.041170000000000165e+33  5.340316619860000052e+48 -7.521923582764649554e+47  3.161820759257265793e+48 -2.149992728619469771e+40 -1.009053967644925157e+41 -2.993426924016174678e+40
2.131774206542968741e+01  6.057329999999999471e+33  5.106424000231093451e+48 -5.213408109742186883e+47  3.507411223124453183e+48 -2.216973401900351062e+40 -1.094481128636614667e+41 -2.280696070195685335e+40
2.250983496093749991e+01  6.079329999999999612e+33  4.939593123766249876e+48 -5.200258231812504309e+47  4.058965889872501318e+48 -1.891021736519124612e+40 -1.214297781696169302e+41 -1.812554498912113283e+40
2.370192785644531241e+01  6.099660000000000483e+33  4.766576619860000155e+48 -2.775863536011715561e+47  4.576590484599063033e+48 -1.420138459132387075e+40 -1.329707642019940761e+41 -1.806522995069537955e+40
2.495362539672851554e+01  6.114470000000000188e+33  4.750839159532851754e+48  1.024842205809558193e+47  4.896737452982851823e+48 -2.037858990299550180e+40 -1.436407113059888684e+41 -2.235736043811733457e+40
2.632453222656249991e+01  6.133970000000000338e+33  4.810239842516249995e+48  5.959163233031246763e+47  4.812712022685000818e+48 -2.102217640907046871e+40 -1.495630684926466869e+41 -1.573203099007558156e+40
2.775504370117187491e+01  6.150100000000000397e+33  4.648826619859999907e+48  1.022192035217187705e+48  4.571052728251406349e+48 -1.996742656620280471e+40 -1.505573389326626540e+41 -1.547734808412728873e+40
2.930476446533203116e+01  6.174039999999999958e+33  4.417308396593398397e+48  1.455668781433007816e+48  4.123792020243594270e+48 -1.893713317915561985e+40 -1.484682937873823144e+41 -9.262180384511815562e+39
3.088428755187988273e+01  6.196040000000000098e+33  4.162939109484023746e+48  1.489560154724023299e+48  3.658407402934023720e+48 -1.545450225123563771e+40 -1.490336551258289214e+41 -6.490227910860009796e+39
3.264262457275390261e+01  6.215820000000000534e+33  3.780291876207657738e+48  1.630800122375390436e+48  3.315069827860781657e+48 -1.251534637864024198e+40 -1.482723337777781474e+41  3.672710511751864773e+38
3.443076391601562136e+01  6.232329999999999909e+33  3.446499025458958755e+48  2.026376462300520733e+48  3.361413710510521090e+48 -1.097563121706920300e+40 -1.520233832140725826e+41  7.492472685631649272e+39
3.633811254882812136e+01  6.246091254882812807e+33  3.236645364977187805e+48  2.387101429748437149e+48  3.631689932841250430e+48 -8.127161281429503443e+39 -1.529871915308342759e+41  1.335490054486722714e+40
3.836467047119140261e+01  6.258039015706379999e+33  3.307146619860000088e+48  2.699314712219140207e+48  3.962319007548280541e+48 -5.853727991523125084e+39 -1.555296494721986733e+41  1.827926423776203908e+40
4.051043768310546511e+01  6.269080000000000104e+33  3.011617199083633358e+48  2.826749549255273289e+48  4.137003029154726540e+48 -3.819950233997741843e+39 -1.566493270461473279e+41  2.582371045437801128e+40
4.271580953979491824e+01  6.279419999999999997e+33  2.586335188890761276e+48  2.819777665099999863e+48  4.117644913310000444e+48  5.924647855188022434e+38 -1.611439964044725922e+41  3.074307259438183985e+40
4.515959997558593386e+01  6.288080000000000488e+33  2.188226621080703402e+48  2.824947663879296968e+48  3.981894914530703473e+48  5.615048318404983220e+39 -1.641892258186883498e+41  3.186351684451095593e+40
4.778220434570312136e+01  6.298760000000000315e+33  1.731395968004531247e+48  2.882448099670312567e+48  3.917435130595156485e+48  1.119375719708238336e+40 -1.620321261540455230e+41  3.723419267474835472e+40
5.040480871582030886e+01  6.311970000000000533e+33  1.291484876695937046e+48  2.616988100891015720e+48  3.729403170145937371e+48  1.703871106608089267e+40 -1.652068961062931083e+41  4.101808864579287046e+40
5.326583166503905886e+01  6.322069999999999523e+33  1.117589830960260430e+48  2.397115554097395839e+48  3.449361746806094345e+48  1.979512793094299752e+40 -1.660355073069096855e+41  4.296510321047024839e+40
5.612685461425780886e+01  6.334749999999999573e+33  8.513166122916409079e+47  1.987910690816145781e+48  3.339513400451927695e+48  2.407233856484414141e+40 -1.664462902130121240e+41  4.245004430434965599e+40
5.946471472167968386e+01  6.345140000000000134e+33  4.898987071158591264e+47  1.736147665100000064e+48  3.366944913310000031e+48  2.861169008477583074e+40 -1.688866816309464458e+41  4.204574442741139068e+40
6.280257482910155886e+01  6.352859999999999586e+33  1.522248394986719660e+47  1.854015651428124736e+48  3.517973906474062861e+48  3.162468599674760442e+40 -1.728170826097258220e+41  4.407929672392416400e+40
6.637885351562499636e+01  6.358989999999999686e+33 -5.106359107749970642e+46  2.072604876037499684e+48  3.682762124247500000e+48  3.488455038661034068e+40 -1.758726467436216446e+41  4.871898049483342520e+40
6.995513220214843386e+01  6.364929999999999551e+33 -2.873156682259373437e+47  2.146249597228905724e+48  3.926828777567812123e+48  3.802620133345188982e+40 -1.776936004118311145e+41  5.066360674378284795e+40
7.400824804687499636e+01  6.372619999999999754e+33 -4.476990137337498817e+47  2.314908626037499710e+48  4.258735874247500552e+48  4.216972451282238625e+40 -1.784962126074180454e+41  5.047493705488119797e+40
7.829978247070312136e+01  6.380739999999999943e+33 -6.515792933235941208e+47  2.390547314514062484e+48  4.605123861552187608e+48  4.701877418697106097e+40 -1.830411993133593793e+41  5.137758915598245590e+40
8.259131689453124636e+01  6.387859999999999443e+33 -7.514589207650001761e+47  2.438437327209374803e+48  4.986635926981875740e+48  5.143777330548777397e+40 -1.887083178528119633e+41  5.309248159997020378e+40
8.735968847656249636e+01  6.398989999999999522e+33 -8.532429192025004027e+47  2.603326973693750349e+48  5.527933991435001161e+48  5.579179530028376580e+40 -1.935503653781791436e+41  5.693894476136195969e+40
9.236647863769530886e+01  6.411800000000000157e+33 -1.066623380140000109e+48  2.739536383361718500e+48  6.091042777079529303e+48  6.334211783282751295e+40 -1.990997329094058428e+41  5.799808943852629304e+40
9.785010595703124636e+01  6.422140000000000050e+33 -1.463633856702499621e+48  2.677307426818750020e+48  6.404584794169374597e+48  6.846345884098792749e+40 -2.079837479416817853e+41  5.861136189146001746e+40
1.030953146972656214e+02  6.430520000000000256e+33 -1.899349674085312269e+48  2.510255077209375046e+48  6.370725472392030417e+48  7.219699330815603867e+40 -2.142520096487625574e+41  6.013870021587504332e+40
1.092941977539062464e+02  6.442371977539061865e+33 -2.496517110608749610e+48  2.499935462951562380e+48  6.313067115458436982e+48  7.568275109696235498e+40 -2.185812240784727554e+41  6.289783533957367508e+40
